tool_name,vendor,category,plan_name,billing_period,price_amount,price_currency,price_notes,usage_limit_value,usage_limit_unit,usage_limit_notes,cost_per_unit,cost_per_unit_basis,free_tier,source_url,source_type,verified_date,verified_by,status,maintainer_affiliate,notes
AdCreative.ai,AdCreative.ai,AI ad creatives,"Professional (50 credits, 10 brands)",quarterly,185,USD,Monthly equivalent shown when quarterly billing is selected; the page says billed quarterly. The quarterly total is not stated.,50,credits,Per month. Brand limit 10.,3.7,"price_amount / usage_limit_value (cost per credit, plan price only)",,https://www.adcreative.ai/#new-pricing-section,pricing_page,2026-09-24,ai-assisted,verified,yes,"Pricing appears as a section on the vendor homepage, not a separate page. Plan buttons say ""Try it free""; the pricing section does not describe the trial terms. The pricing section does not define what one credit buys, so no cost per finished ad is calculated. Prices are the monthly equivalent shown per credit tier in the plan selector."
AdCreative.ai,AdCreative.ai,AI ad creatives,"Professional (75 credits, 10 brands)",quarterly,255,USD,Monthly equivalent shown when quarterly billing is selected; the page says billed quarterly. The quarterly total is not stated.,75,credits,Per month. Brand limit 10.,3.4,"price_amount / usage_limit_value (cost per credit, plan price only)",,https://www.adcreative.ai/#new-pricing-section,pricing_page,2026-09-24,ai-assisted,verified,yes,"Pricing appears as a section on the vendor homepage, not a separate page. Plan buttons say ""Try it free""; the pricing section does not describe the trial terms. The pricing section does not define what one credit buys, so no cost per finished ad is calculated. Prices are the monthly equivalent shown per credit tier in the plan selector."
AdCreative.ai,AdCreative.ai,AI ad creatives,"Professional (100 credits, 10 brands)",quarterly,299,USD,Monthly equivalent shown when quarterly billing is selected; the page says billed quarterly. The quarterly total is not stated.,100,credits,Per month. Brand limit 10.,2.99,"price_amount / usage_limit_value (cost per credit, plan price only)",,https://www.adcreative.ai/#new-pricing-section,pricing_page,2026-09-24,ai-assisted,verified,yes,"Pricing appears as a section on the vendor homepage, not a separate page. Plan buttons say ""Try it free""; the pricing section does not describe the trial terms. The pricing section does not define what one credit buys, so no cost per finished ad is calculated. Prices are the monthly equivalent shown per credit tier in the plan selector."
AdCreative.ai,AdCreative.ai,AI ad creatives,"Ultimate (100 credits, 25 brands)",quarterly,749,USD,Monthly equivalent shown when quarterly billing is selected; the page says billed quarterly. The quarterly total is not stated.,100,credits,Per month. Brand limit 25.,7.49,"price_amount / usage_limit_value (cost per credit, plan price only)",,https://www.adcreative.ai/#new-pricing-section,pricing_page,2026-09-24,ai-assisted,verified,yes,"Pricing appears as a section on the vendor homepage, not a separate page. Plan buttons say ""Try it free""; the pricing section does not describe the trial terms. The pricing section does not define what one credit buys, so no cost per finished ad is calculated. Prices are the monthly equivalent shown per credit tier in the plan selector."
AdCreative.ai,AdCreative.ai,AI ad creatives,"Ultimate (150 credits, 25 brands)",quarterly,825,USD,Monthly equivalent shown when quarterly billing is selected; the page says billed quarterly. The quarterly total is not stated.,150,credits,Per month. Brand limit 25.,5.5,"price_amount / usage_limit_value (cost per credit, plan price only)",,https://www.adcreative.ai/#new-pricing-section,pricing_page,2026-09-24,ai-assisted,verified,yes,"Pricing appears as a section on the vendor homepage, not a separate page. Plan buttons say ""Try it free""; the pricing section does not describe the trial terms. The pricing section does not define what one credit buys, so no cost per finished ad is calculated. Prices are the monthly equivalent shown per credit tier in the plan selector."
AdCreative.ai,AdCreative.ai,AI ad creatives,"Ultimate (200 credits, 25 brands)",quarterly,1049,USD,Monthly equivalent shown when quarterly billing is selected; the page says billed quarterly. The quarterly total is not stated.,200,credits,Per month. Brand limit 25.,5.245,"price_amount / usage_limit_value (cost per credit, plan price only)",,https://www.adcreative.ai/#new-pricing-section,pricing_page,2026-09-24,ai-assisted,verified,yes,"Pricing appears as a section on the vendor homepage, not a separate page. Plan buttons say ""Try it free""; the pricing section does not describe the trial terms. The pricing section does not define what one credit buys, so no cost per finished ad is calculated. Prices are the monthly equivalent shown per credit tier in the plan selector."
AdCreative.ai,AdCreative.ai,AI ad creatives,"Starter (10 credits, 1 brand)",annual,20,USD,Monthly equivalent shown when yearly billing is selected; the page says billed yearly. The annual total is not stated.,10,credits,Per month. Brand limit 1.,2,"price_amount / usage_limit_value (cost per credit, plan price only)",,https://www.adcreative.ai/#new-pricing-section,pricing_page,2026-09-24,ai-assisted,verified,yes,"Pricing appears as a section on the vendor homepage, not a separate page. Plan buttons say ""Try it free""; the pricing section does not describe the trial terms. The pricing section does not define what one credit buys, so no cost per finished ad is calculated. Prices are the monthly equivalent shown per credit tier in the plan selector."
AdCreative.ai,AdCreative.ai,AI ad creatives,"Starter (15 credits, 2 brands)",annual,45,USD,Monthly equivalent shown when yearly billing is selected; the page says billed yearly. The annual total is not stated.,15,credits,Per month. Brand limit 2.,3,"price_amount / usage_limit_value (cost per credit, plan price only)",,https://www.adcreative.ai/#new-pricing-section,pricing_page,2026-09-24,ai-assisted,verified,yes,"Pricing appears as a section on the vendor homepage, not a separate page. Plan buttons say ""Try it free""; the pricing section does not describe the trial terms. The pricing section does not define what one credit buys, so no cost per finished ad is calculated. Prices are the monthly equivalent shown per credit tier in the plan selector."
AdCreative.ai,AdCreative.ai,AI ad creatives,"Starter (30 credits, 2 brands)",annual,70,USD,Monthly equivalent shown when yearly billing is selected; the page says billed yearly. The annual total is not stated.,30,credits,Per month. Brand limit 2.,2.3333,"price_amount / usage_limit_value (cost per credit, plan price only)",,https://www.adcreative.ai/#new-pricing-section,pricing_page,2026-09-24,ai-assisted,verified,yes,"Pricing appears as a section on the vendor homepage, not a separate page. Plan buttons say ""Try it free""; the pricing section does not describe the trial terms. The pricing section does not define what one credit buys, so no cost per finished ad is calculated. Prices are the monthly equivalent shown per credit tier in the plan selector."
AdCreative.ai,AdCreative.ai,AI ad creatives,"Starter (50 credits, 2 brands)",annual,95,USD,Monthly equivalent shown when yearly billing is selected; the page says billed yearly. The annual total is not stated.,50,credits,Per month. Brand limit 2.,1.9,"price_amount / usage_limit_value (cost per credit, plan price only)",,https://www.adcreative.ai/#new-pricing-section,pricing_page,2026-09-24,ai-assisted,verified,yes,"Pricing appears as a section on the vendor homepage, not a separate page. Plan buttons say ""Try it free""; the pricing section does not describe the trial terms. The pricing section does not define what one credit buys, so no cost per finished ad is calculated. Prices are the monthly equivalent shown per credit tier in the plan selector."
AdCreative.ai,AdCreative.ai,AI ad creatives,"Professional (50 credits, 10 brands)",annual,125,USD,Monthly equivalent shown when yearly billing is selected; the page says billed yearly. The annual total is not stated.,50,credits,Per month. Brand limit 10.,2.5,"price_amount / usage_limit_value (cost per credit, plan price only)",,https://www.adcreative.ai/#new-pricing-section,pricing_page,2026-09-24,ai-assisted,verified,yes,"Pricing appears as a section on the vendor homepage, not a separate page. Plan buttons say ""Try it free""; the pricing section does not describe the trial terms. The pricing section does not define what one credit buys, so no cost per finished ad is calculated. Prices are the monthly equivalent shown per credit tier in the plan selector."
AdCreative.ai,AdCreative.ai,AI ad creatives,"Professional (75 credits, 10 brands)",annual,170,USD,Monthly equivalent shown when yearly billing is selected; the page says billed yearly. The annual total is not stated.,75,credits,Per month. Brand limit 10.,2.2667,"price_amount / usage_limit_value (cost per credit, plan price only)",,https://www.adcreative.ai/#new-pricing-section,pricing_page,2026-09-24,ai-assisted,verified,yes,"Pricing appears as a section on the vendor homepage, not a separate page. Plan buttons say ""Try it free""; the pricing section does not describe the trial terms. The pricing section does not define what one credit buys, so no cost per finished ad is calculated. Prices are the monthly equivalent shown per credit tier in the plan selector."
AdCreative.ai,AdCreative.ai,AI ad creatives,"Professional (100 credits, 10 brands)",annual,200,USD,Monthly equivalent shown when yearly billing is selected; the page says billed yearly. The annual total is not stated.,100,credits,Per month. Brand limit 10.,2,"price_amount / usage_limit_value (cost per credit, plan price only)",,https://www.adcreative.ai/#new-pricing-section,pricing_page,2026-09-24,ai-assisted,verified,yes,"Pricing appears as a section on the vendor homepage, not a separate page. Plan buttons say ""Try it free""; the pricing section does not describe the trial terms. The pricing section does not define what one credit buys, so no cost per finished ad is calculated. Prices are the monthly equivalent shown per credit tier in the plan selector."
AdCreative.ai,AdCreative.ai,AI ad creatives,"Ultimate (100 credits, 25 brands)",annual,500,USD,Monthly equivalent shown when yearly billing is selected; the page says billed yearly. The annual total is not stated.,100,credits,Per month. Brand limit 25.,5,"price_amount / usage_limit_value (cost per credit, plan price only)",,https://www.adcreative.ai/#new-pricing-section,pricing_page,2026-09-24,ai-assisted,verified,yes,"Pricing appears as a section on the vendor homepage, not a separate page. Plan buttons say ""Try it free""; the pricing section does not describe the trial terms. The pricing section does not define what one credit buys, so no cost per finished ad is calculated. Prices are the monthly equivalent shown per credit tier in the plan selector."
AdCreative.ai,AdCreative.ai,AI ad creatives,"Ultimate (150 credits, 25 brands)",annual,550,USD,Monthly equivalent shown when yearly billing is selected; the page says billed yearly. The annual total is not stated.,150,credits,Per month. Brand limit 25.,3.6667,"price_amount / usage_limit_value (cost per credit, plan price only)",,https://www.adcreative.ai/#new-pricing-section,pricing_page,2026-09-24,ai-assisted,verified,yes,"Pricing appears as a section on the vendor homepage, not a separate page. Plan buttons say ""Try it free""; the pricing section does not describe the trial terms. The pricing section does not define what one credit buys, so no cost per finished ad is calculated. Prices are the monthly equivalent shown per credit tier in the plan selector."
AdCreative.ai,AdCreative.ai,AI ad creatives,"Ultimate (200 credits, 25 brands)",annual,700,USD,Monthly equivalent shown when yearly billing is selected; the page says billed yearly. The annual total is not stated.,200,credits,Per month. Brand limit 25.,3.5,"price_amount / usage_limit_value (cost per credit, plan price only)",,https://www.adcreative.ai/#new-pricing-section,pricing_page,2026-09-24,ai-assisted,verified,yes,"Pricing appears as a section on the vendor homepage, not a separate page. Plan buttons say ""Try it free""; the pricing section does not describe the trial terms. The pricing section does not define what one credit buys, so no cost per finished ad is calculated. Prices are the monthly equivalent shown per credit tier in the plan selector."
Intercom helpdesk,Intercom,customer support platform,Essential,monthly,29,USD,"Per Full seat per month, billed monthly (the ""Pay annually"" switch is off).",,seats,Priced per Full seat. Lite seats are free on Advanced and Expert only.,,,no,https://www.intercom.com/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,Page advertises a 14-day cardless free trial; there is no permanent free plan on this page. Fin AI Agent is charged separately per outcome (see the Fin AI Agent rows).
Intercom helpdesk,Intercom,customer support platform,Essential,annual,19,USD,"Per Full seat per month, shown with the ""Pay annually"" switch on. The annual total is not stated on the page.",,seats,Priced per Full seat. Lite seats are free on Advanced and Expert only.,,,no,https://www.intercom.com/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,Page advertises a 14-day cardless free trial; there is no permanent free plan on this page. Fin AI Agent is charged separately per outcome (see the Fin AI Agent rows).
